COD_TIPO_DATO;TIPO_DATO;IDENTIFICADOR_MINT;COD_AREA;COD_NDP;DIRECCION_COMPLETA;DIRECCION AUXILIAR;COD_VIAL;CLASE_VIAL;PARTICULAR_VIAL;NOMBRE_VIAL;TIPO_NÚMERO;NÚMERO;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;UTMX;UTMY;LONGITUD;LATITUD;FECHA_INSTALACION_O_SUSTITUCION;MODELO;
5001;PAPELERA_EXP;504757;;20004152;AVENIDA DE LA GRAN VIA DE SAN FRANCISCO N.19;AVENIDA DE LA GRAN VIA DE SAN FRANCISCO,19;669050;AVENIDA;DE LA;GRAN VIA DE SAN FRANCISCO;N;19;11;PALACIO;1;CENTRO;439424,8287;4473496,159;-3.71393;40.40988;16/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;516240;;20147367;AVENIDA DE LA GRAN VIA DE SAN FRANCISCO N.6;AVENIDA DE LA GRAN VIA DE SAN FRANCISCO,6;669050;AVENIDA;DE LA;GRAN VIA DE SAN FRANCISCO;N;6;11;PALACIO;1;CENTRO;439530,2964;4473316,587;-3.71267;40.40827;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;514556;;20103618;CALLE DE BAILEN N.4;CALLE DE BAILEN,17;88200;CALLE;DE;BAILEN;N;4;11;PALACIO;1;CENTRO;439515,209;4474496,711;-3.71296;40.4189;19/01/2011;50_LTS_EX;
5001;PAPELERA_EXP;514554;;20103594;CALLE DE BAILEN N.17;CALLE DE BAILEN,17;88200;CALLE;DE;BAILEN;N;17;11;PALACIO;1;CENTRO;439507,4995;4474382,436;-3.71304;40.41787;19/01/2011;50_LTS_EX;
5001;PAPELERA_EXP;521696;;11000007;CALLE DE BAILEN N.19;CALLE DE BAILEN,19;88200;CALLE;DE;BAILEN;N;19;11;PALACIO;1;CENTRO;439479,8976;4474116,242;-3.71334;40.41547;31/08/2011;50_LTS_EX;
5001;PAPELERA_EXP;518483;;11001006;CALLE DE BAILEN N.27;CALLE DE BAILEN,31;88200;CALLE;DE;BAILEN;N;27;11;PALACIO;1;CENTRO;439439,0327;4473889,008;-3.7138;40.41342;04/03/2011;50_LTS_EX;
5001;PAPELERA_EXP;519079;;31009290;CALLE DE BEATRIZ GALINDO N.6;CALLE DE BEATRIZ GALINDO,6;98100;CALLE;DE;BEATRIZ GALINDO;N;6;11;PALACIO;1;CENTRO;439245,5289;4473778,457;-3.71607;40.41241;04/04/2011;50_LTS_EX;
5001;PAPELERA_EXP;501701;;11000228;CALLE DE ISABEL LA CATOLICA N.1;CALLE DE ISABEL LA CATOLICA,1;377300;CALLE;DE;ISABEL LA CATOLICA;N;1;11;PALACIO;1;CENTRO;439852,6949;4474684,927;-3.709;40.42062;12/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;501710;;31037446;CALLE DE LA ENCARNACION N.5;CALLE DE LA ENCARNACION,5;265295;CALLE;DE LA;ENCARNACION;N;5;11;PALACIO;1;CENTRO;439599,0212;4474684,747;-3.71199;40.4206;12/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;515078;;11000365;CALLE DE LA INDEPENDENCIA N.4;CALLE DE LA INDEPENDENCIA,4;372600;CALLE;DE LA;INDEPENDENCIA;N;4;11;PALACIO;1;CENTRO;439768,7297;4474371,452;-3.70996;40.41779;28/01/2011;50_LTS_EX;
5001;PAPELERA_EXP;516243;;11001129;CALLE DE LA VENTOSA N.19;CALLE DE LA VENTOSA,17;775100;CALLE;DE LA;VENTOSA;N;19;11;PALACIO;1;CENTRO;439441,7833;4473283,999;-3.71371;40.40797;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;504257;;11000893;CALLE DE LAS TABERNILLAS N.19;CALLE DE LAS TABERNILLAS,19;731700;CALLE;DE LAS;TABERNILLAS;N;19;11;PALACIO;1;CENTRO;439628,1521;4473561,123;-3.71154;40.41048;15/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;514523;;31037234;CALLE DEL DOCTOR CARRACIDO N.1;CALLE DE LEGANITOS,28;240500;CALLE;DEL;DOCTOR CARRACIDO;N;1;11;PALACIO;1;CENTRO;439717,8696;4474904,694;-3.71061;40.42259;18/01/2011;50_LTS_EX;
5001;PAPELERA_EXP;514557;;11000296;PLAZA DE ORIENTE N.8;CALLE DE PAVIA,2;551300;PLAZA;DE;ORIENTE;N;8;11;PALACIO;1;CENTRO;439622,0677;4474491,409;-3.7117;40.41886;19/01/2011;50_LTS_EX;
5001;PAPELERA_EXP;514382;;31037261;CALLE DE REQUENA N.7;CALLE DE REQUENA,7;637400;CALLE;DE;REQUENA;N;7;11;PALACIO;1;CENTRO;439505,328;4474323,62;-3.71306;40.41734;04/01/2011;50_LTS_EX;
5001;PAPELERA_EXP;516310;;11000156;CALLE  GRAN VIA N.51;CALLE DE SAN BERNARDO,11;342950;CALLE;;GRAN VIA;N;51;11;PALACIO;1;CENTRO;439941,5544;4474763,03;-3.70796;40.42133;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;516281;;11000068;CALLE DE SAN QUINTIN N.4;CALLE DE SAN QUINTIN,4;683200;CALLE;DE;SAN QUINTIN;N;4;11;PALACIO;1;CENTRO;439592,0541;4474557,145;-3.71206;40.41945;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;516294;;11000337;CALLE DEL CONDE DE LEMOS N.8;CALLE DE SANTIAGO,11;205800;CALLE;DEL;CONDE DE LEMOS;N;8;11;PALACIO;1;CENTRO;439703,1813;4474238,771;-3.71072;40.41659;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;504567;;31028017;CALLE DE SEGOVIA N.23;CALLE DE SEGOVIA,23;706300;CALLE;DE;SEGOVIA;N;23;11;PALACIO;1;CENTRO;439417,4576;4473949,126;-3.71406;40.41396;16/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;516227;;31033460;CALLE DE SEGOVIA N.27;CALLE DE SEGOVIA,27;706300;CALLE;DE;SEGOVIA;N;27;11;PALACIO;1;CENTRO;439353,6906;4473932,991;-3.71481;40.41381;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;516264;;31033463;CALLE DE SEGOVIA N.28;CALLE DE SEGOVIA,28;706300;CALLE;DE;SEGOVIA;N;28;11;PALACIO;1;CENTRO;439313,976;4473953,293;-3.71528;40.41399;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;514377;;11008008;CALLE DE SEGOVIA N.67;CALLE DE SEGOVIA,67;706300;CALLE;DE;SEGOVIA;N;67;11;PALACIO;1;CENTRO;438949,2051;4473962,915;-3.71958;40.41405;04/01/2011;50_LTS_EX;
5001;PAPELERA_EXP;503895;;20007178;CALLE DE SEGOVIA N.75;CALLE DE SEGOVIA,75;706300;CALLE;DE;SEGOVIA;N;75;11;PALACIO;1;CENTRO;438845,8144;4473978,188;-3.7208;40.41418;15/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;512426;;11001440;CALLE DE TOLEDO N.75;CALLE DE TOLEDO,77;743600;CALLE;DE;TOLEDO;N;75;11;PALACIO;1;CENTRO;439837,8589;4473576,089;-3.70907;40.41063;05/11/2010;50_LTS_EX;
5001;PAPELERA_EXP;516218;;11001243;CALLE DE TOLEDO N.86;CALLE DE TOLEDO,86;743600;CALLE;DE;TOLEDO;N;86;11;PALACIO;1;CENTRO;439706,2755;4473357,353;-3.7106;40.40865;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;501707;;11000148;CALLE DE TORIJA N.10;CALLE DE TORIJA,10;746800;CALLE;DE;TORIJA;N;10;11;PALACIO;1;CENTRO;439751,92;4474707,938;-3.71019;40.42082;12/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;512727;;11000322;CALLE DE VERGARA N.3;CALLE DE VERGARA,3B;776900;CALLE;DE;VERGARA;N;3;11;PALACIO;1;CENTRO;439725,5514;4474382,9;-3.71047;40.41789;12/11/2010;50_LTS_EX;
5001;PAPELERA_EXP;518842;;11000878;CALLE DEL HUMILLADERO N.16;CALLE DEL HUMILLADERO,16;369700;CALLE;DEL;HUMILLADERO;N;16;11;PALACIO;1;CENTRO;439724,7711;4473547,025;-3.7104;40.41036;18/03/2011;50_LTS_EX;
5001;PAPELERA_EXP;504024;;31004012;CALLE DEL ROSARIO N.6;CALLE DEL ROSARIO,19;648900;CALLE;DEL;ROSARIO;N;6;11;PALACIO;1;CENTRO;439353,9918;4473445,668;-3.71476;40.40942;15/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;516237;;31008818;CALLE DEL ROSARIO N.31;CALLE DEL ROSARIO,31;648900;CALLE;DEL;ROSARIO;N;31;11;PALACIO;1;CENTRO;439254,3231;4473397,632;-3.71593;40.40898;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;524109;;31037234;CALLE DEL DOCTOR CARRACIDO N.1;CALLE GRAN VIA,69;240500;CALLE;DEL;DOCTOR CARRACIDO;N;1;11;PALACIO;1;CENTRO;439738,4078;4474926,73;-3.71037;40.42279;27/02/2012;50_LTS_EX;
5001;PAPELERA_EXP;516291;;11000039;CALLE  MAYOR N.81;CALLE MAYOR,81;497800;CALLE;;MAYOR;N;81;11;PALACIO;1;CENTRO;439449,041;4474077,639;-3.7137;40.41512;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;512431;;20004050;CALLE DE LAS AGUAS N.10;CARRERA DE SAN FRANCISCO,5;8300;CALLE;DE LAS;AGUAS;N;10;11;PALACIO;1;CENTRO;439564,9996;4473621,576;-3.71229;40.41102;05/11/2010;50_LTS_EX;
5001;PAPELERA_EXP;512537;;20003712;COSTANILLA DE LOS ANGELES N.11;COSTANILLA DE LOS ANGELES,9;51600;COSTANILLA;DE LOS;ANGELES;N;11;11;PALACIO;1;CENTRO;439919,2015;4474514,553;-3.7082;40.41909;30/05/2017;50_LTS_EX;
5001;PAPELERA_EXP;516254;;31040116;COSTANILLA DE SAN ANDRES N.1;COSTANILLA DE SAN ANDRES,1;659300;COSTANILLA;DE;SAN ANDRES;N;1;11;PALACIO;1;CENTRO;439621,6881;4473917,507;-3.71165;40.41369;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;504279;;31041185;CALLE DE SEGOVIA N.11;COSTANILLA DEL NUNCIO,2;706300;CALLE;DE;SEGOVIA;N;11;11;PALACIO;1;CENTRO;439735,9769;4473885,506;-3.7103;40.41341;15/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;504634;;31041762;CALLE DE BEATRIZ GALINDO N.1;CUESTA DE LOS CIEGOS,2;98100;CALLE;DE;BEATRIZ GALINDO;N;1;11;PALACIO;1;CENTRO;439359,2346;4473884,103;-3.71474;40.41337;16/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;516278;;11052228;CUESTA DE SAN VICENTE N.14;CUESTA DE SAN VICENTE,14;687515;CUESTA;DE;SAN VICENTE;N;14;11;PALACIO;1;CENTRO;439379,4518;4474705,39;-3.71458;40.42077;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;516280;;20103576;CUESTA DE SAN VICENTE N.2;CUESTA DE SAN VICENTE,2;687515;CUESTA;DE;SAN VICENTE;N;2;11;PALACIO;1;CENTRO;439487,0961;4474797,766;-3.71332;40.42161;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;516286;;20003764;CUESTA DE SANTO DOMINGO N.24;CUESTA DE SANTO DOMINGO,24;702200;CUESTA;DE;SANTO DOMINGO;N;24;11;PALACIO;1;CENTRO;439914,0192;4474608,951;-3.70827;40.41994;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;501721;;20003816;CUESTA DE SANTO DOMINGO N.7;CUESTA DE SANTO DOMINGO,7;702200;CUESTA;DE;SANTO DOMINGO;N;7;11;PALACIO;1;CENTRO;439812,9134;4474590,891;-3.70946;40.41977;12/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;516267;;31041784;CUESTA DE LA VEGA N.3;GLORIETA DE AZORIN;771500;CUESTA;DE LA;VEGA;N;3;11;PALACIO;1;CENTRO;439172,1241;4474038,808;-3.71696;40.41475;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;502561;;31041783;CUESTA DE LA VEGA N.1;GLORIETA DE BOCCHERINI;771500;CUESTA;DE LA;VEGA;N;1;11;PALACIO;1;CENTRO;439303,5215;4474024,422;-3.71541;40.41463;13/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;503491;;31047537;CALLE DE SEGOVIA N.30;PASEO DE LA CIUDAD DE PLASENCIA;706300;CALLE;DE;SEGOVIA;N;30;11;PALACIO;1;CENTRO;439029,0117;4474073,273;-3.71865;40.41505;14/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;518975;;31002670;PASEO DE LA VIRGEN DEL PUERTO N.3;PASEO DE LA VIRGEN DEL PUERTO,3;795300;PASEO;DE LA;VIRGEN DEL PUERTO;N;3;11;PALACIO;1;CENTRO;438862,2586;4474329,947;-3.72064;40.41735;31/03/2011;50_LTS_EX;
5001;PAPELERA_EXP;503504;;31025998;PASEO  BAJO DE LA VIRGEN DEL PUERTO N.2;PASEO DE LA VIRGEN DEL PUERTO,4;795400;PASEO;;BAJO DE LA VIRGEN DEL PUERTO;N;2;11;PALACIO;1;CENTRO;438875,5952;4474196,629;-3.72047;40.41615;14/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;518977;;31011490;PASEO DE LA VIRGEN DEL PUERTO N.4;PASEO DE LA VIRGEN DEL PUERTO,4;795300;PASEO;DE LA;VIRGEN DEL PUERTO;N;4;11;PALACIO;1;CENTRO;438836,4872;4474186,958;-3.72093;40.41606;31/03/2011;50_LTS_EX;
5001;PAPELERA_EXP;503498;;31044315;PASEO DE LA VIRGEN DEL PUERTO N.3;PASEO DE LA VIRGEN DEL PUERTO,4;795300;PASEO;DE LA;VIRGEN DEL PUERTO;N;3;11;PALACIO;1;CENTRO;438871,8735;4474052,351;-3.7205;40.41485;14/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;518976;;31011490;PASEO DE LA VIRGEN DEL PUERTO N.4;PASEO DE LA VIRGEN DEL PUERTO,4;795300;PASEO;DE LA;VIRGEN DEL PUERTO;N;4;11;PALACIO;1;CENTRO;438841,143;4474133,636;-3.72087;40.41558;31/03/2011;50_LTS_EX;
5001;PAPELERA_EXP;512866;;31041210;CALLE DE SEGOVIA N.81;PASEO DE LA VIRGEN DEL PUERTO,5;706300;CALLE;DE;SEGOVIA;N;81;11;PALACIO;1;CENTRO;438782,9763;4473972,041;-3.72154;40.41412;15/11/2010;50_LTS_EX;
5001;PAPELERA_EXP;502152;;20003646;PLAZA DE ESPAÑA N.2;PLAZA DE ESPAÑA,2;273600;PLAZA;DE;ESPAÑA;N;2;11;PALACIO;1;CENTRO;439667,3544;4474952,833;-3.71121;40.42302;13/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;502134;;11000016;PLAZA DE ESPAÑA N.8;PLAZA DE ESPAÑA,8;273600;PLAZA;DE;ESPAÑA;N;8;11;PALACIO;1;CENTRO;439541,9356;4474865,038;-3.71268;40.42222;13/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;514378;;11001052;PLAZA DE GABRIEL MIRO N.2;PLAZA DE GABRIEL MIRO,3;319900;PLAZA;DE;GABRIEL MIRO;N;2;11;PALACIO;1;CENTRO;439357,4436;4473767,56;-3.71475;40.41232;04/01/2011;50_LTS_EX;
5001;PAPELERA_EXP;516232;;11001057;PLAZA DE GABRIEL MIRO N.7;PLAZA DE GABRIEL MIRO,8;319900;PLAZA;DE;GABRIEL MIRO;N;7;11;PALACIO;1;CENTRO;439316,5023;4473741,25;-3.71523;40.41208;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;516306;;11000396;PLAZA DE ISABEL II N.1;PLAZA DE ISABEL II,1;378200;PLAZA;DE;ISABEL II;N;1;11;PALACIO;1;CENTRO;439834,1709;4474385,357;-3.70919;40.41792;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;514375;;20004018;PLAZA DE LA CEBADA N.1;PLAZA DE LA CEBADA,1;160000;PLAZA;DE LA;CEBADA;N;1;11;PALACIO;1;CENTRO;439872,314;4473640,196;-3.70867;40.41121;04/01/2011;50_LTS_EX;
5001;PAPELERA_EXP;514383;;11000277;PLAZA DE LA ENCARNACION N.2;PLAZA DE LA ENCARNACION,4;265300;PLAZA;DE LA;ENCARNACION;N;2;11;PALACIO;1;CENTRO;439668,6121;4474582,06;-3.71116;40.41968;04/01/2011;50_LTS_EX;
5001;PAPELERA_EXP;518811;;11000697;PLAZA DE LA PAJA N.2;PLAZA DE LA PAJA,3;557650;PLAZA;DE LA;PAJA;N;2;11;PALACIO;1;CENTRO;439628,6894;4473838,636;-3.71156;40.41298;18/03/2011;50_LTS_EX;
5001;PAPELERA_EXP;514519;;20105751;PLAZA DE LA VIRGEN DE LA PALOMA N.4;PLAZA DE LA VIRGEN DE LA PALOMA,4;965;PLAZA;DE LA;VIRGEN DE LA PALOMA;N;4;11;PALACIO;1;CENTRO;439576,9372;4473312,881;-3.71212;40.40824;18/01/2011;50_LTS_EX;
5001;PAPELERA_EXP;514521;;11000945;PLAZA DE LOS CARROS N.3;PLAZA DE LOS CARROS,5;149750;PLAZA;DE LOS;CARROS;N;3;11;PALACIO;1;CENTRO;439639,4775;4473703,121;-3.71142;40.41176;18/01/2011;50_LTS_EX;
5001;PAPELERA_EXP;525483;;11000410;PLAZA DE LOS HERRADORES N.4;PLAZA DE LOS HERRADORES,10;361200;PLAZA;DE LOS;HERRADORES;N;4;11;PALACIO;1;CENTRO;439876,5303;4474221,074;-3.708675;40.416443;12/11/2013;50_LTS_EX;
5001;PAPELERA_EXP;514553;;11000349;PLAZA DE ORIENTE N.1;PLAZA DE ORIENTE,1;551300;PLAZA;DE;ORIENTE;N;1;11;PALACIO;1;CENTRO;439610,9663;4474377,162;-3.71182;40.41783;19/01/2011;50_LTS_EX;
5001;PAPELERA_EXP;525536;;31041318;PLAZA DE RAMALES N.4;PLAZA DE RAMALES,5;627900;PLAZA;DE;RAMALES;N;4;11;PALACIO;1;CENTRO;439617,0202;4474286,087;-3.71174;40.41701;24/04/2017;50_LTS_EX;
5001;PAPELERA_EXP;516235;;11001067;PLAZA DE SAN FRANCISCO N.5;PLAZA DE SAN FRANCISCO,5;669100;PLAZA;DE;SAN FRANCISCO;N;5;11;PALACIO;1;CENTRO;439409,6134;4473608,399;-3.71412;40.41089;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;514380;;20003878;PLAZA DE SAN MIGUEL N.2;PLAZA DE SAN MIGUEL,2;679700;PLAZA;DE;SAN MIGUEL;N;2;11;PALACIO;1;CENTRO;439826,0941;4474119,006;-3.70926;40.41552;04/01/2011;50_LTS_EX;
5001;PAPELERA_EXP;514379;;11000529;PLAZA DEL CONDE DE BARAJAS N.5;PLAZA DEL CONDE DE BARAJAS,5;204500;PLAZA;DEL;CONDE DE BARAJAS;N;5;11;PALACIO;1;CENTRO;439867,6244;4474007,666;-3.70876;40.41452;04/01/2011;50_LTS_EX;
5001;PAPELERA_EXP;512429;;11000684;CALLE DE LA CAVA BAJA N.42;PLAZA DEL HUMILLADERO,1;158700;CALLE;DE LA;CAVA BAJA;N;42;11;PALACIO;1;CENTRO;439714,008;4473685,87;-3.71054;40.41161;05/11/2010;50_LTS_EX;
5001;PAPELERA_EXP;516225;;11001094;RONDA DE SEGOVIA N.17;RONDA DE SEGOVIA,17;706400;RONDA;DE;SEGOVIA;N;17;11;PALACIO;1;CENTRO;439094,686;4473697,535;-3.71784;40.41167;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;516224;;31041624;CUESTA DE LAS DESCARGAS N.5;RONDA DE SEGOVIA,34;235700;CUESTA;DE LAS;DESCARGAS;N;5;11;PALACIO;1;CENTRO;439318,9116;4473304,974;-3.71516;40.40815;21/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;504001;;20064568;RONDA DE SEGOVIA N.73;RONDA DE SEGOVIA,73;706400;RONDA;DE;SEGOVIA;N;73;11;PALACIO;1;CENTRO;439464,2898;4473233,865;-3.71344;40.40752;15/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;512424;;11002047;CALLE DE AMPARO N.24;CALLE DE AMPARO,24;43400;CALLE;DE;AMPARO;N;24;12;EMBAJADORES;1;CENTRO;440305,606;4473495,756;-3.70355;40.40994;05/11/2010;50_LTS_EX;
5001;PAPELERA_EXP;514509;;20004894;CALLE DE ARGUMOSA N.32;CALLE DE ARGUMOSA,32;71000;CALLE;DE;ARGUMOSA;N;32;12;EMBAJADORES;1;CENTRO;440977,6498;4473172,959;-3.6956;40.40708;18/01/2011;50_LTS_EX;
5001;PAPELERA_EXP;515974;;11002968;CALLE DE ARGUMOSA N.35;CALLE DE ARGUMOSA,35;71000;CALLE;DE;ARGUMOSA;N;35;12;EMBAJADORES;1;CENTRO;440876,5191;4473261,45;-3.6968;40.40787;18/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;505449;;11002969;CALLE DE ARGUMOSA N.37;CALLE DE ARGUMOSA,39;71000;CALLE;DE;ARGUMOSA;N;37;12;EMBAJADORES;1;CENTRO;440909,5759;4473256,749;-3.69641;40.40783;19/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;518517;;11003113;CALLE DE ATOCHA N.118;CALLE DE ATOCHA,118;81600;CALLE;DE;ATOCHA;N;118;12;EMBAJADORES;1;CENTRO;441208,6724;4473416,468;-3.6929;40.40929;08/03/2011;50_LTS_EX;
5001;PAPELERA_EXP;506157;;11003164;CALLE DE ATOCHA N.74;CALLE DE ATOCHA,74;81600;CALLE;DE;ATOCHA;N;74;12;EMBAJADORES;1;CENTRO;440817,7143;4473659,317;-3.69753;40.41145;20/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;515960;;11003173;CALLE DE ATOCHA N.94;CALLE DE ATOCHA,94;81600;CALLE;DE;ATOCHA;N;94;12;EMBAJADORES;1;CENTRO;440936,7354;4473580,674;-3.69612;40.41075;18/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;516006;;11001870;CALLE DE EMBAJADORES N.12;CALLE DE EMBAJADORES,14;262000;CALLE;DE;EMBAJADORES;N;12;12;EMBAJADORES;1;CENTRO;440059,6618;4473512,149;-3.70645;40.41007;18/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;524557;;11001985;CALLE DE EMBAJADORES N.17;CALLE DE EMBAJADORES,17;262000;CALLE;DE;EMBAJADORES;N;17;12;EMBAJADORES;1;CENTRO;440128,5281;4473422,794;-3.70563;40.40927;13/09/2012;50_LTS_EX;
5001;PAPELERA_EXP;518481;;11002157;CALLE DE EMBAJADORES N.27;CALLE DE EMBAJADORES,27;262000;CALLE;DE;EMBAJADORES;N;27;12;EMBAJADORES;1;CENTRO;440168,8571;4473372,519;-3.70515;40.40882;04/03/2011;50_LTS_EX;
5001;PAPELERA_EXP;516002;;11002122;CALLE DE EMBAJADORES N.39;CALLE DE EMBAJADORES,39;262000;CALLE;DE;EMBAJADORES;N;39;12;EMBAJADORES;1;CENTRO;440254,5193;4473260,829;-3.70413;40.40782;18/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;512726;;11002228;CALLE DE EMBAJADORES N.47;CALLE DE EMBAJADORES,47;262000;CALLE;DE;EMBAJADORES;N;47;12;EMBAJADORES;1;CENTRO;440285,1275;4473161,79;-3.70376;40.40693;12/11/2010;50_LTS_EX;
5001;PAPELERA_EXP;515951;;20004392;CALLE DE JUANELO N.6;CALLE DE JUANELO,6;420500;CALLE;DE;JUANELO;N;6;12;EMBAJADORES;1;CENTRO;440171,955;4473654,451;-3.70514;40.41136;18/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;514518;;20004170;CALLE DE LA ARGANZUELA N.1;CALLE DE LA ARGANZUELA,1;69900;CALLE;DE LA;ARGANZUELA;N;1;12;EMBAJADORES;1;CENTRO;439735,3118;4473380,431;-3.71026;40.40886;18/01/2011;50_LTS_EX;
5001;PAPELERA_EXP;504126;;31009300;CALLE DE LA ARGANZUELA N.35;CALLE DE LA ARGANZUELA,35;69900;CALLE;DE LA;ARGANZUELA;N;35;12;EMBAJADORES;1;CENTRO;439836,0028;4473133,188;-3.70905;40.40664;15/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;505044;;11001480;CALLE DE LA COLEGIATA N.19;CALLE DE LA COLEGIATA,19;174800;CALLE;DE LA;COLEGIATA;N;19;12;EMBAJADORES;1;CENTRO;439992,9113;4473865,684;-3.70727;40.41325;16/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;515932;;11001541;CALLE DE LA CONCEPCION JERONIMA N.1;CALLE DE LA CONCEPCION JERONIMA,1;203100;CALLE;DE LA;CONCEPCION JERONIMA;N;1;12;EMBAJADORES;1;CENTRO;440268,6369;4473967,829;-3.70403;40.41419;18/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;515946;;11002519;CALLE DE LA MAGDALENA N.2;CALLE DE LA MAGDALENA,2;455200;CALLE;DE LA;MAGDALENA;N;2;12;EMBAJADORES;1;CENTRO;440343,4146;4473768,531;-3.70313;40.4124;18/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;516010;;11001890;CALLE DE LA RIBERA DE CURTIDORES N.1;CALLE DE LA RIBERA DE CURTIDORES,1;639680;CALLE;DE LA;RIBERA DE CURTIDORES;N;1;12;EMBAJADORES;1;CENTRO;439993,2317;4473481,598;-3.70723;40.40979;18/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;516011;;20004472;CALLE DE LA RIBERA DE CURTIDORES N.14;CALLE DE LA RIBERA DE CURTIDORES,29;639680;CALLE;DE LA;RIBERA DE CURTIDORES;N;14;12;EMBAJADORES;1;CENTRO;439986,4708;4473272,96;-3.70729;40.40791;18/02/2011;50_LTS_EX;
5001;PAPELERA_EXP;504950;;11001887;CALLE DE LA RIBERA DE CURTIDORES N.6;CALLE DE LA RIBERA DE CURTIDORES,6;639680;CALLE;DE LA;RIBERA DE CURTIDORES;N;6;12;EMBAJADORES;1;CENTRO;439978,9363;4473391,798;-3.70739;40.40898;16/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;505521;;11003021;CALLE DE ARGUMOSA N.18;CALLE DE LA SOMBRERERIA,24;71000;CALLE;DE;ARGUMOSA;N;18;12;EMBAJADORES;1;CENTRO;440751,019;4473272,431;-3.69828;40.40796;19/07/2010;50_LTS_EX;
5001;PAPELERA_EXP;527527;;20004312;CALLE DE ATOCHA N.30;CALLE DE LOS CAÑIZARES,2;81600;CALLE;DE;ATOCHA;N;30;12;EMBAJADORES;1;CENTRO;440482,5313;4473870,662;-3.7015;40.41333;06/11/2015;50_LTS_EX;
5001;PAPELERA_EXP;512865;;11002473;CALLE DE LAVAPIES N.19;CALLE DE LOS MINISTRILES CHICA,2;432200;CALLE;DE;LAVAPIES;N;19;12;EMBAJADORES;1;CENTRO;440390,2056;4473570,568;-3.70256;40.41062;15/11/2010;50_LTS_EX;
5001;PAPELERA_EXP;512418;;11001625;CALLE DE LUIS VELEZ DE GUEVARA N.20;CALLE DE LUIS VELEZ DE GUEVARA,20;448500;CALLE;DE;LUIS VELEZ DE GUEVARA;N;20;12;EMBAJADORES;1;CENTRO;440396,9022;4473772,546;-3.7025;40.41244;05/11/2010;50_LTS_EX;
5001;PAPELERA_EXP;505315;;20004598;CALLE DE MIGUEL SERVET N.1;CALLE DE MIGUEL SERVET,1;507700;CALLE;DE;MIGUEL SERVET;N;1;12;EMBAJADORES;1;CENTRO;440561,4855;4473233,969;-3.70051;40.4076;19/07/2010;50_LTS_EX;
